rep,Lambda1,Lambda2,r_gain_algebraic,delta_phi_weak_deg,delta_phi_strong_deg
374,3.06404948797,1.02831418821,1.02743040928,4.14576278357,85.8542372164
375,3.12386972312,0.973913968443,0.975439080228,4.97777434897,85.022225651
376,3.17800589062,1.01948039792,1.01788685672,4.54746145487,85.4525385451
377,3.07764698192,1.0457273188,1.04399705957,4.82155383162,85.1784461684
378,3.12714290635,1.00604173686,1.00568056627,4.78155523831,85.2184447617
379,2.97252712789,0.991278064882,0.991156760816,4.57932120701,85.420678793
380,3.15895011707,1.00131583589,1.00121895859,5.23555224027,84.7644477597
381,3.10536446912,1.02078584292,1.0197436761,4.50769245252,85.4923075475
382,3.08900358943,1.06793261856,1.06496959257,4.8815855009,85.1184144991
383,3.16092808041,1.00135524368,1.00125431583,4.61464001999,85.38535998
384,3.1048595778,0.937274225244,0.940451971104,4.60654689654,85.3934531035
385,3.3324642124,1.05392988856,1.0462181351,4.64118610563,85.3588138944
386,3.05130197416,1.0422047427,1.04113181277,4.5160125674,85.4839874326
387,3.09039324794,0.95023163366,0.952410703297,4.4200809678,85.5799190322
388,3.23449248513,0.966976756725,0.970448741885,4.83642512892,85.1635748711
389,3.23680496491,0.951093017361,0.956291573079,4.10677132639,85.8932286736
390,3.08229213219,0.994536623246,0.99475257188,5.18444603798,84.815553962
391,3.22556659478,1.01686936129,1.01515873951,4.31488257907,85.6851174209
392,3.1251036883,1.0468968011,1.04411452851,4.82390131714,85.1760986829
393,3.09309380382,1.06003445514,1.05731717069,4.75537741051,85.2446225895
394,2.99774006469,1.01295221893,1.01296632604,4.95675655371,85.0432434463
395,3.09991187897,0.987158527842,0.987769970652,4.65080488418,85.3491951158
396,3.32768583158,0.995038449766,0.995736943858,4.34067545039,85.6593245496
397,3.19397384752,1.052671452,1.04798700063,4.90126312277,85.0987368772
398,3.19641862157,0.983754367657,0.985207971302,4.43875109426,85.5612489057
399,3.2832931276,0.981694070793,0.983966357715,4.09611474005,85.9038852599
400,3.21737680727,0.995259034556,0.99572382668,4.96812066673,85.0318793333
401,3.17159290286,1.04987618682,1.0459108984,4.39663684072,85.6033631593
402,3.18043566832,1.01358338382,1.01245884653,4.69847179502,85.301528205
403,3.20133780649,1.00331430099,1.003011163,5.16661975758,84.8333802424
404,3.0638063672,1.01657804457,1.01606446729,4.51805745352,85.4819425465
405,3.10112419735,0.991909911071,0.992299390009,4.58996308753,85.4100369125
406,3.18115619259,1.05978978421,1.05478277176,5.04829548984,84.9517045102
407,3.28028246401,0.974205818953,0.977379222694,4.72715598069,85.2728440193
408,2.92987692078,0.994815183953,0.994626829754,5.55507148028,84.4449285197
409,3.24752782825,0.979714769643,0.981950320898,4.71386733632,85.2861326637
410,3.14130980375,1.06916666821,1.06453487252,4.41353967419,85.5864603258
411,3.17197201027,1.06175766097,1.05682188419,4.40219697779,85.5978030222
412,3.08384253602,0.909430645591,0.913238558482,4.81631446024,85.1836855398
413,3.06152022599,1.04210181255,1.04082837435,4.34224937222,85.6577506278
414,3.20572420556,1.00582431847,1.00528105721,4.70482866834,85.2951713317
415,3.07773186264,1.07143120534,1.06867765625,4.87652462006,85.1234753799
416,3.19250555586,1.0184792305,1.01685552662,4.63139083084,85.3686091692
417,3.29553230483,0.933078814014,0.941743918137,4.02893326556,85.9710667344
418,3.22128204305,0.960688283649,0.96461556291,4.35193065394,85.6480693461
419,3.09452927011,0.98870571359,0.989215755367,4.73434704274,85.2656529573
420,3.25607978557,1.02634618086,1.02335253268,4.486780095,85.513219905
421,3.0855476294,0.976304186122,0.977279104085,4.97376588807,85.0262341119
422,3.08328197652,1.02106992255,1.02022555543,5.06474743101,84.935252569
423,3.41657314596,1.02103560078,1.01740812772,4.69379153706,85.3062084629
424,3.15692342599,1.07646646289,1.07081427013,4.55265833112,85.4473416689
425,2.97420895021,0.967685604482,0.967272217922,4.99280087178,85.0071991282
426,3.11545613305,0.935868834296,0.939424618377,4.81186909864,85.1881309014
427,3.14245779884,1.00480712483,1.00448746354,4.70656173617,85.2934382638
428,3.27801102297,1.01262948924,1.01108783138,4.4583879895,85.5416120105
429,3.1554811364,0.974529907634,0.976370438977,4.38130648202,85.618693518
430,3.20163962109,0.996733999867,0.997033126662,4.6765602907,85.3234397093
431,3.14143802309,1.00800922965,1.0074801302,5.10696889788,84.8930311021
432,3.06201474874,1.01270133216,1.01231887432,5.01446937963,84.9855306204
433,3.01289081161,0.946904727903,0.947281437318,4.63613570575,85.3638642942
434,2.97261605565,0.944243307349,0.943514418489,4.30643986836,85.6935601316
435,3.40116185526,1.02843631362,1.02368214031,4.74936899828,85.2506310017
436,3.26078839403,1.05316134457,1.04700304224,4.67611381191,85.3238861881
437,3.20485510107,0.96875653163,0.971665080392,4.24168404784,85.7583159522
438,3.30662678361,1.02187713006,1.01896723166,4.30462166249,85.6953783375
439,3.03089536008,0.995596202121,0.995663216077,4.3406283978,85.6593716022
440,3.11349219695,0.975218539256,0.976552499989,4.58769896433,85.4123010357
441,3.20225645286,1.01164176444,1.0105722829,4.14889723591,85.8511027641
442,2.97893556836,0.974677095621,0.974411740327,4.54519777191,85.4548022281
443,3.19880261912,1.03923299946,1.03567442801,4.3640834816,85.6359165184
444,3.19807620707,1.02372288425,1.02158261963,4.49137518759,85.5086248124
445,3.21890253311,1.029931329,1.02697359009,4.26260620052,85.7373937995
446,3.10721812868,1.03071927466,1.02915004111,4.4812921502,85.5187078498
447,3.0070105193,0.985705352756,0.985756006753,4.75771491064,85.2422850894
448,3.25802343561,0.966642799478,0.970460959873,3.93261872841,86.0673812716
449,3.04424183286,0.989514458709,0.98974165849,4.71562626536,85.2843737346
450,3.16458017939,0.971454163003,0.973629183553,4.3728658044,85.6271341956
451,3.13610213456,0.974021941692,0.975680735213,4.3385702874,85.6614297126
452,3.09080925963,0.984524319086,0.985197278962,4.4268823283,85.5731176717
453,3.19730282888,1.05470967781,1.04976626934,4.66979611277,85.3302038872
454,3.18041941282,0.986359570676,0.987488741447,4.46245760728,85.5375423927
455,3.04917697654,0.941291980927,0.942747872067,4.77219099793,85.2278090021
456,3.15060091528,1.01980160388,1.01841338869,4.91303678591,85.0869632141
457,3.09324490969,0.933405718452,0.936436536681,3.98257238927,86.0174276107
458,3.14957268734,0.972103461104,0.97404894332,4.9272858087,85.0727141913
459,3.13483992103,0.941162555457,0.944920660529,4.45791772393,85.5420822761
460,3.11626729529,1.00838939355,1.00792835738,4.28778929956,85.7122107004
461,3.08009072827,1.07708419919,1.07401454505,4.70239984625,85.2976001538
462,3.28791720917,1.04852044806,1.04239544658,4.70267795674,85.2973220433
463,3.1511069538,1.01456085719,1.01353739294,4.97296030108,85.0270396989
464,3.13679773361,1.02287389115,1.02140705218,4.88470490126,85.1152950987
465,3.053506299,1.00747346351,1.00727863803,4.55144395441,85.4485560456
466,3.24894854034,1.02511973015,1.02233630177,4.78868999394,85.2113100061
467,3.00892692015,0.953417513139,0.953649429678,4.51675240573,85.4832475943
468,3.16824960989,1.04254952257,1.03923269993,4.45174753956,85.5482524604
469,3.26531451852,1.04443795394,1.03921827172,4.6822047584,85.3177952416
470,3.05815176939,1.04597185954,1.04465067685,4.76077229433,85.2392277057
471,3.20188213816,1.00944078023,1.00857503362,4.85312713086,85.1468728691
472,3.10529757214,1.01381689891,1.01312527407,4.9557991831,85.0442008169
473,3.03140314628,0.961867120694,0.962469835712,4.66289317205,85.3371068279
474,3.25970289198,0.975242715715,0.978090648093,4.81597055264,85.1840294474
475,3.0690898322,0.953756904913,0.955323343148,4.46140844337,85.5385915566
476,3.08654696095,1.01142700329,1.01095269917,4.89263964231,85.1073603577
477,3.02829734359,0.966786532067,0.967258681779,4.95070725206,85.0492927479
478,3.21650747233,1.03971542717,1.0358245401,4.23166411482,85.7683358852
479,3.27573152885,0.978830561127,0.981397096336,4.4925757562,85.5074242438
480,3.11885823925,0.974306197772,0.975751068062,4.59197536431,85.4080246357
481,3.11938791932,1.10941616541,1.10297814327,4.79884499911,85.2011550009
482,3.02047726631,0.97881727141,0.979034259969,4.49563218708,85.5043678129
483,3.19624517639,0.979329218102,0.981177920211,4.3633845299,85.6366154701
484,3.21732074343,1.01088424332,1.0098172365,4.94519964694,85.0548003531
485,3.04789328664,1.0344638028,1.0336482816,4.71714596189,85.2828540381
486,3.02122053909,1.01969948977,1.01949081587,5.1483881628,84.8516118372
487,3.07273471949,0.97883227241,0.979577203059,4.81943240308,85.1805675969
488,3.13315140099,0.965195136283,0.967376342341,4.86996069071,85.1300393093
489,3.18824463182,1.06149839314,1.05616360901,5.20890941204,84.791090588
490,3.0880780666,1.03639858612,1.03485265224,4.80448715881,85.1955128412
491,3.23834642269,0.959751267711,0.964048708144,4.11361772864,85.8863822714
492,3.01758798078,0.972657824531,0.972901152126,4.99997359332,85.0000264067
493,3.16785459159,1.01863060823,1.0171867914,4.57859482233,85.4214051777
494,3.20324784363,1.02098279179,1.01904541871,4.79791215773,85.2020878423
495,3.10763189919,1.0580226011,1.05501782337,4.71828718623,85.2817128138
496,3.25578785999,1.08457799518,1.07488227531,4.54800346151,85.4519965385
497,3.12301726392,1.01936180298,1.01823837522,4.68080479807,85.3191952019
498,3.06400666343,0.912098621777,0.914978725298,4.31276288823,85.6872371118
499,3.24256537594,0.969510331809,0.972813248969,4.15799315754,85.8420068425
500,2.97339068795,1.01390445863,1.01409124757,4.91907690395,85.080923096
501,3.14945340476,0.985468734643,0.986479724359,4.80806435692,85.1919356431
502,3.11819966277,1.01777134422,1.01677848761,4.64341384898,85.356586151
503,3.05480493222,1.01658839072,1.01614489961,4.74998062069,85.2500193793
504,3.32932795417,1.02080388007,1.01786113517,4.89453657313,85.1054634269
505,3.20723142728,1.00546347687,1.00495049439,4.96243988384,85.0375601162
506,3.18015421615,0.978850418065,0.980599912053,5.02487985698,84.975120143
507,2.96373191194,1.04422289201,1.04501681295,5.0366260559,84.9633739441
508,3.21730380087,1.00437768509,1.00394864071,4.97472406841,85.0252759316
509,3.21454429022,0.971923312956,0.974647447913,4.58070433023,85.4192956698
510,3.16640779953,1.02442122752,1.02254250066,4.2957466539,85.7042533461
511,3.08632461047,0.952718379345,0.954697989689,4.81311389072,85.1868861093
512,3.16163023134,0.984161317457,0.985346400124,4.54042050692,85.4595794931
513,3.30304099157,1.07432142952,1.06447484929,4.52705403868,85.4729459613
514,3.11953570582,1.00008097646,1.00007640962,4.70590452097,85.294095479
515,3.26090865896,0.984333529518,0.986142104209,4.50351265543,85.4964873446
516,3.13861063589,1.00451786733,1.00422503011,4.30784788276,85.6921521172
517,3.19814200979,1.01480675382,1.01347145175,5.0194926601,84.9805073399
518,3.21406099375,1.03175361242,1.02867769455,4.41070137229,85.5892986277
519,3.15967123278,0.955402870738,0.9587176793,4.72786926956,85.2721307304
520,3.07086150102,0.94744902514,0.949279895499,4.68241272746,85.3175872725
521,3.19751147682,1.02120743375,1.01929952039,4.8511462904,85.1488537096
522,3.25703149476,1.00341611186,1.00302707698,4.66408932767,85.3359106723
523,3.3376788464,0.987524355963,0.989326772797,4.52650552061,85.4734944794
524,2.97643496313,0.975793349123,0.97550840704,4.42104799682,85.5789520032
525,3.00945409589,1.06719494657,1.06680410731,4.58405571177,85.4159442882
526,3.35491305048,0.967577542837,0.97246920655,4.37218065992,85.6278193401
527,3.05081697922,1.0181004687,1.01765058414,5.07411771982,84.9258822802
528,3.11878735185,0.990736850891,0.991256345709,4.88518139594,85.1148186041
529,3.18347993508,1.01058877641,1.00969876318,4.64371242244,85.3562875776
530,3.16665831562,1.02462094754,1.02272418172,5.05212899684,84.9478710032
531,3.15810481392,1.00372243766,1.00344971807,4.21990497521,85.7800950248
532,3.29131763773,0.99918575552,0.99928927848,4.33967817475,85.6603218253
533,3.16348584076,1.01972167155,1.01822987007,4.31782659608,85.6821734039
534,3.04250181499,1.00093035911,1.00091099935,4.934436554,85.065563446
535,3.05710657752,0.984637751843,0.985065050465,4.48667363667,85.5133263633
536,3.12516926909,1.0256020955,1.0240906743,4.53176022764,85.4682397724
537,3.00475127006,1.00074862608,1.00074685173,4.8840950268,85.1159049732
538,3.11239541997,1.1023047601,1.09663471302,4.78378081249,85.2162191875
539,3.16464571358,0.977874634909,0.979559653874,4.75839571269,85.2416042873
540,3.04998431615,1.00808782326,1.00789049682,4.3614512777,85.6385487223
541,3.10701755682,1.03480510528,1.03302830641,4.59803284429,85.4019671557
542,3.44388563146,1.00549521609,1.00449709122,4.09159213592,85.9084078641
543,3.24916456755,0.99030371533,0.991378039112,4.67698574309,85.3230142569
544,3.2201437798,0.988816913395,0.989926055265,4.54648119806,85.4535188019
545,3.05547529103,1.03870409159,1.03764615777,4.72349192599,85.276508074
546,3.09209869036,1.05851793569,1.05589811696,4.69988878522,85.3001112148
547,3.0779432544,1.04278616624,1.04116381293,4.92764362542,85.0723563746
548,3.1001272692,1.00771146298,1.00734370638,4.4745237849,85.5254762151
549,3.27964572765,1.00275421592,1.00241635081,4.73150537937,85.2684946206
550,3.16051963607,1.005441999,1.00503764407,4.42434891545,85.5756510846
551,3.15150522972,0.977645687187,0.979222081794,4.52650684163,85.4734931584
552,3.09288012349,1.05410734805,1.0516715767,4.39566442342,85.6043355766
553,2.99611324444,0.959816946121,0.959755012212,5.05025717496,84.949742825
554,3.20906960825,1.00671535718,1.00607974968,4.71055115728,85.2894488427
555,3.17170043952,1.03044857225,1.02803571557,5.0630132258,84.9369867742
556,3.22040163303,0.976232876173,0.978594502305,4.7873031138,85.2126968862
557,3.02817302725,1.00829590654,1.00818053256,4.47111780365,85.5288821963
558,3.3542056962,1.02820715369,1.02395976268,4.3286069501,85.6713930499
559,3.02391859957,1.07400026018,1.07302810058,4.80561632731,85.1943836727
560,3.40252288469,1.00758853913,1.006317079,4.85453442892,85.1454655711
561,3.30802963524,1.01111776545,1.00963376493,4.5615223972,85.4384776028
562,3.20286337587,1.00345776215,1.00313932645,4.64939905433,85.3506009457
563,3.18637561258,1.01562220751,1.014289777,4.56945443919,85.4305455608
564,3.13039448293,1.01653696209,1.01552385331,4.72482604393,85.2751739561
565,3.08870358173,0.978511728237,0.979426474991,4.2092679905,85.7907320095
566,3.06934440711,0.995120248703,0.995283796988,4.85488413414,85.1451158659
567,3.0369725156,0.996070145357,0.996141489406,4.60039536899,85.399604631
568,3.37622398169,0.982439507788,0.985220641351,4.84710761795,85.152892382
569,3.13041636862,1.03088499743,1.02898823743,4.44730410447,85.5526958955
570,3.17392505485,1.02221838721,1.02043866834,4.11393840949,85.8860615905
571,3.22833715752,1.05430720564,1.04871342615,4.59636189353,85.4036381065
572,3.10365275894,0.980169728204,0.981148495408,4.69176299948,85.3082370005
573,3.33052570454,0.996887731291,0.99732913209,4.88619605592,85.1138039441
574,3.03381318722,0.998102172394,0.998133726376,4.60193453843,85.3980654616
575,3.19765274327,1.05257834638,1.0478221759,4.67342612602,85.326573874
576,3.23440707083,0.993462417963,0.994148312404,4.94444052238,85.0555594776
577,3.33554222123,0.982293871531,0.98483854351,4.50346603042,85.4965339696
578,3.09398330359,1.0034721229,1.00331627606,5.16372428629,84.8362757137
579,3.03268568138,0.960427792041,0.961078866147,4.78940392527,85.2105960747
580,3.00405194751,0.994690668858,0.994701440864,4.6230149626,85.3769850374
581,3.29170350817,1.02464175614,1.0215027008,4.2830743341,85.7169256659
582,3.07713832738,1.03981846819,1.03832565256,4.81536086761,85.1846391324
583,3.05722628993,0.971865114212,0.97265286307,4.59028200164,85.4097179984
584,3.19755225321,1.05468253261,1.04973596874,4.53096800506,85.4690319949
585,3.20874616009,0.985955945635,0.987283747808,4.58713504392,85.4128649561
586,3.17220296767,1.02322987862,1.02138586733,4.50855126082,85.4914487392
587,3.09825375274,1.04628186177,1.0440931945,4.63275996641,85.3672400336
588,3.29712839358,1.06821735417,1.05934125973,4.40750694906,85.5924930509
589,3.36407307495,0.963452476093,0.969088272609,4.70046522237,85.2995347776
590,2.92904058271,0.983937760435,0.983348068289,4.66275168661,85.3372483134
591,3.25820387813,1.02371797808,1.02100373857,3.95910500689,86.0408949931
592,3.26525047739,1.01274648628,1.01125357468,4.45768521178,85.5423147882
593,3.08803998132,0.946723082861,0.949002648085,4.75141030897,85.248589691
594,3.21825679449,1.05719790676,1.05153587539,4.68923101762,85.3107689824
595,3.22357943841,1.03693486429,1.03321192466,4.0919300969,85.9080699031
596,3.19220747021,1.01404107642,1.01280946317,4.30899392573,85.6910060743
597,3.13638704431,1.0290215305,1.027163782,4.50133044867,85.4986695513
598,3.05778633665,1.00806627093,1.00783963509,4.4338263766,85.5661736234
599,3.13882321877,1.01935432084,1.01809662057,4.81175800272,85.1882419973
600,3.19172977764,0.966705413915,0.969624992174,4.69489151333,85.3051084867
601,3.0178359473,1.00274449115,1.00272022715,4.85070294413,85.1492970559
602,3.11071948488,1.04665239422,1.04418362062,4.63873775536,85.3612622446
603,3.12886147346,0.954291738336,0.957078277999,4.5365525339,85.4634474661
604,3.15850045997,1.04228664783,1.03916647258,4.84984805038,85.1501519496
605,3.46220097336,1.07035340785,1.05710014436,4.98868044536,85.0113195546
606,3.18826403609,0.997390696753,0.997615187661,4.40852795164,85.5914720484
607,3.16433047563,1.03175400172,1.02933671026,4.72978263898,85.270217361
608,3.11724243698,0.916578499425,0.921320116215,4.97191418012,85.0280858199
609,3.18164965149,1.0563945815,1.05166450435,4.83739152731,85.1626084727
610,3.06541091434,0.985408831248,0.985871634089,4.62624433236,85.3737556676
611,3.20857058568,0.982960807767,0.984570854831,4.86496304235,85.1350369576
612,2.99197773413,1.02503302209,1.02512986856,4.65953285731,85.3404671427
613,3.16416751674,0.966849919012,0.969371775075,4.45319826528,85.5468017347
614,3.21584857175,0.98467580538,0.98616921577,4.75339037943,85.2466096206
615,3.33581819305,0.97142539593,0.975537198443,4.70499436834,85.2950056317
616,3.19567261838,0.998383297026,0.998527374178,4.69667409225,85.3033259077
617,3.1720045659,1.02371833496,1.02183743748,4.76269723551,85.2373027645
618,3.09917699736,0.998120586811,0.998209382358,4.53539455163,85.4646054484
619,3.13223589048,0.985295743163,0.986208319967,4.4337260971,85.5662739029
620,3.1662343381,1.01472452518,1.01359395393,4.32900734315,85.6709926568
621,3.01022302057,1.01049850196,1.01044482678,5.18846473032,84.8115352697
622,3.19838079586,1.0334864084,1.03045754461,5.08332147349,84.9166785265
623,3.07184344214,1.00841251571,1.00812066862,5.05570356504,84.944296435
624,3.25878128949,1.01110112722,1.00982906946,4.48931661231,85.5106833877
625,3.04352163742,1.05847591286,1.05718370575,4.28800847396,85.711991526
626,3.16448793996,1.08664698287,1.07993424414,4.88356006312,85.1164399369
627,3.04720416433,1.00268542463,1.00262349994,4.94936429121,85.0506357088
628,3.37532550291,1.04178091277,1.03516822433,4.45731977639,85.5426802236
629,3.09006899879,0.961850971242,0.963507115324,4.46754556812,85.5324544319
630,3.05264383736,0.998538646674,0.998576126497,4.46906998126,85.5309300187
631,3.09002932523,1.01183222879,1.01132218523,4.6656392507,85.3343607493
632,3.30566565794,1.03596725645,1.03119143143,4.84839522146,85.1516047785
633,3.05536131436,1.02426243684,1.02360563691,5.07333919793,84.9266608021
634,3.17685390356,0.981475773636,0.982981967673,4.55029851302,85.449701487
635,3.23426821712,1.0100089617,1.008959319,4.55920878254,85.4407912175
636,3.17192249585,0.982700678832,0.984071048773,4.45598793767,85.5440120623
637,3.08225559821,0.920940768229,0.92417316479,4.63436689476,85.3656331052
638,3.30979477814,1.02238763097,1.01938313151,4.64301596881,85.3569840312
639,3.08743600892,0.982435105351,0.983172034039,4.90163210976,85.0983678902
640,3.25632496867,1.04169510639,1.03694580677,4.14870508163,85.8512949184
641,3.11198092714,1.02351920165,1.02226941071,4.40686666586,85.5931333341
642,3.03114250513,1.018415686,1.01813183687,5.15286071086,84.8471392891
643,3.1608645407,1.02138755594,1.01979343039,4.36935070872,85.6306492913
644,3.25998640377,0.988797568979,0.990086528166,4.78069792332,85.2193020767
645,2.95795195708,1.00655744923,1.00669819875,4.3799918401,85.6200081599
646,3.16691631151,0.998401318373,0.998524464699,4.76367478963,85.2363252104
647,3.17097394213,1.08065879817,1.07420412692,4.94975204881,85.0502479512
648,3.1534570862,0.974761250749,0.976563003674,4.83216982175,85.1678301783
649,3.18987906641,1.04013889864,1.036646241,4.54323012451,85.4567698755
650,3.15767216686,0.96911588065,0.971378605534,5.05848281909,84.9415171809
651,3.29747487108,1.0989181691,1.08595100675,4.4299648706,85.5700351294
652,3.24792850421,1.03875014528,1.03446607298,4.51091392693,85.4890860731
653,3.1274430602,0.994343186819,0.994682092045,4.54131208177,85.4586879182
654,3.21353567919,0.998537422688,0.998678515384,4.40270869097,85.597291309
655,3.06233212882,1.05915651075,1.05732139521,4.60358474125,85.3964152588
656,3.2012508906,1.00895821817,1.00813907206,4.57257216662,85.4274278334
657,2.94963128123,1.00558153761,1.0057256897,4.72134630827,85.2786536917
658,3.28297713534,0.983842942195,0.985846333418,4.86445878135,85.1355412186
659,3.12908916143,0.990315620265,0.99090298373,4.72406713733,85.2759328627
660,3.17250036627,1.01590228704,1.01463883301,4.21489967774,85.7851003223
661,3.1404448652,0.996081578132,0.996338696876,4.69255225261,85.3074477474
662,3.13698324656,0.999784321856,0.999798147091,4.55035470944,85.4496452906
663,3.16121857983,0.993950196369,0.994401532281,4.72836261957,85.2716373804
664,3.10674377111,1.02456431146,1.02331652542,4.54253022403,85.457469776
665,3.08060511914,1.02468227893,1.02372271953,4.44142705765,85.5585729423
666,3.17158406385,1.01430882019,1.01317766069,4.82187213052,85.1781278695
667,3.12757677058,1.02272090285,1.02135604433,5.01932788788,84.9806721121
668,3.36871292615,1.04013849009,1.03388081983,4.8970173934,85.1029826066
669,3.20621279469,1.04252639732,1.03853717323,4.25688422552,85.7431157745
670,3.18744820604,0.999047902021,0.999129489973,4.70472195367,85.2952780463
671,3.19056080055,0.984996305863,0.986302146637,4.81821805263,85.1817819474
672,3.02049003304,0.973690358443,0.973961582693,4.42162745406,85.5783725459
673,3.19811745688,0.975280179436,0.977511033765,5.23915689324,84.7608431068
674,3.2184370953,1.01526910746,1.01376499174,5.03126090688,84.9687390931
675,3.18844075417,0.999837751601,0.999851722375,4.52004456952,85.4799554305
676,3.06307028788,1.03988427667,1.0386505258,4.6569271672,85.3430728328
677,3.23628838928,1.03488764283,1.03119378883,4.49453077063,85.5054692294
678,3.20821280248,1.0105127857,1.00952131735,4.59377729133,85.4062227087
679,3.0612485425,1.00519075696,1.00503648535,4.63577131876,85.3642286812
680,3.19769328822,1.00715441743,1.0065107735,4.2355723439,85.7644276561
681,3.17424426455,1.02294884571,1.02110737027,4.3273539385,85.6726460615
682,3.17334064334,1.01352142833,1.01244250874,4.70092982794,85.2990701721
683,3.09438142316,0.997898697829,0.997993393149,5.01868663022,84.9813133698
684,3.18763570021,1.00947518623,1.00866232754,4.70227301351,85.2977269865
685,3.07062042507,1.08408559462,1.08108406337,4.8110466811,85.1889533189
686,3.33675365231,1.00681165201,1.0058299634,4.09821819861,85.9017818014
687,3.01762788515,0.973390625237,0.973627696703,4.76337167062,85.2366283294
688,2.94712523592,0.967217003715,0.966336314412,4.49352302262,85.5064769774
689,3.2405642423,1.01576831873,1.01407461343,4.68112354575,85.3188764543
690,3.4166913827,0.991464887297,0.992936618796,3.99354081518,86.0064591848
691,3.14117835999,0.984552767222,0.985572029751,4.94264093871,85.0573590613
692,2.9580642928,0.992801976267,0.992647916119,5.0460434541,84.9539565459
693,3.22964127182,0.999605304749,0.999645956286,4.22486155724,85.7751384428
694,3.17827949135,0.995768861251,0.996115169975,4.26734604562,85.7326539544
695,3.20839409531,1.02446727571,1.02215571288,4.94713524187,85.0528647581
696,3.29338408848,0.963173869894,0.967893178201,4.26948554531,85.7305144547
697,3.02860347161,1.03742826094,1.03688796235,4.57946877668,85.4205312233
698,3.0457005563,1.00817044057,1.00798778708,4.50865595819,85.4913440418
699,2.89416606928,1.00613814142,1.00648103359,4.46657827752,85.5334217225
700,2.97542441613,0.983089624834,0.98288050312,4.64947087429,85.3505291257
701,3.01954293031,1.0220152001,1.02179957052,4.5666189554,85.4333810446
702,3.09431305449,0.959603336734,0.961436864497,4.81773210347,85.1822678965
703,3.0522236119,1.01543245539,1.01503889017,4.7980390966,85.2019609034
704,2.97843252203,1.07236644298,1.07305758536,5.12515128178,84.8748487182
705,3.27210451135,0.971958985002,0.975320902223,4.73765728616,85.2623427138
706,3.29497712842,0.98997793975,0.991266257946,4.80080470015,85.1991952998
707,3.04410561693,0.955739509404,0.956714810809,4.70823993309,85.2917600669
708,3.09079219753,1.03839110317,1.03671160007,4.79315915444,85.2068408456
709,2.79447354265,1.01828592469,1.02037815065,4.77970430191,85.2202956981
710,3.10610438381,0.950049558432,0.952592700666,4.20931175468,85.7906882453
711,3.10923203889,1.00737845739,1.00699625927,4.58273223032,85.4172677697
712,3.2495497013,0.959289461894,0.963817461421,4.75717919946,85.2428208005
713,2.92992912429,1.03064106414,1.03174556199,4.96699942806,85.0330005719
714,3.02588943765,0.989973255904,0.990101633086,4.88535617602,85.114643824
715,3.13719882487,1.02006008368,1.01877066028,5.04240069017,84.9575993098
716,3.02638928944,1.0102010772,1.01006797533,4.75317128696,85.246828713
717,3.18864913936,0.973970600615,0.976217550993,4.53432256128,85.4656774387
718,3.15982067583,1.01739986051,1.01611127395,4.29668072012,85.7033192799
719,3.08696758953,0.987069372401,0.987608689959,4.25429569901,85.745704301
720,3.28652311593,1.05269602634,1.0460682441,5.04911345097,84.950886549
721,3.1552112847,0.974355581331,0.976205777509,4.25039652731,85.7496034727
722,3.23600751228,1.03369155114,1.03012861405,5.2297200628,84.7702799372
723,3.02898908976,0.961862573557,0.962420737055,4.4206450564,85.5793549436
724,3.22341636066,0.924085750734,0.931793381841,4.76100525166,85.2389947483
725,3.19517116831,1.01235888745,1.01125971031,4.28047188524,85.7195281148
726,3.15211528089,0.981754416313,0.983045264794,4.50128527655,85.4987147235
727,3.10698117994,0.993389806769,0.993725498611,4.4879018001,85.5120981999
728,3.14004977552,1.00767854068,1.00717594695,5.15635461569,84.8436453843
729,3.00104360538,0.987557727218,0.987564697019,4.92151170391,85.0784882961
730,3.05194087841,0.962958224186,0.963907626124,5.12422091978,84.8757790802
731,3.10828858027,1.00928890675,1.00881162715,4.34942025492,85.6505797451
732,3.1778377237,1.0197334428,1.01812056294,4.60184698825,85.3981530118
733,3.03311054582,0.978823347137,0.979170482702,4.55790465938,85.4420953406
734,2.99164393689,1.02244789642,1.02253921464,4.54955075051,85.4504492495
735,3.11227248662,0.961593713882,0.963647120924,4.64349016528,85.3565098347
736,3.06595027489,1.00223875126,1.0021672822,4.53178304588,85.4682169541
737,3.15979309985,1.02312736682,1.02141382454,4.69349150502,85.306508495
738,3.23624010606,0.933587698203,0.940655944132,4.54600942108,85.4539905789
739,3.18741083545,0.976995259111,0.978968562866,4.59964954117,85.4003504588
740,3.07591872212,1.01295525016,1.01248097575,5.37610041391,84.6238995861
741,3.23010616977,0.995063842919,0.995573185739,4.41720992822,85.5827900718
742,3.11987779665,0.997081915393,0.997246936515,4.92103719839,85.0789628016
743,3.06751063286,1.03572668623,1.03454978258,4.93984850597,85.060151494
744,3.11530118148,1.05024259677,1.04747718055,4.82047192958,85.1795280704
745,3.12418486557,1.01045086124,1.00983964103,4.25879200731,85.7412079927
746,3.14720202605,1.00338274008,1.00315082758,4.77834085578,85.2216591442
747,3.34178280779,1.01878733998,1.0160442982,4.36678782867,85.6332121713
748,3.10046374422,1.04659862766,1.04434802037,4.62039876041,85.3796012396
749,3.01316555203,0.971624849853,0.971816014693,4.95872367293,85.0412763271
750,3.09094558041,0.983482533447,0.984201945721,4.51792524207,85.4820747579
751,3.20735715093,0.984717027878,0.986153360337,4.39400485307,85.6059951469
