realization,Lambda1,Lambda2,r_gain,weak_axis_w0,weak_axis_wa,delta_phi_weak_deg,delta_phi_strong_deg,angle_weak_lt_5deg,angle_weak_lt_10deg,angle_weak_lt_45deg,angle_weak_lt_angle_strong
113,35.27521792895918,7.074680613166391,1.3436697590340898,-0.19991406165987743,0.9798134352776813,49.30666749119819,40.69333250880182,0,0,0,0
114,36.41069326456643,6.853005433065637,1.3217870257844522,-0.20130364805647027,0.9795288874143309,51.00324687617883,38.99675312382118,0,0,0,0
115,39.29969162185825,6.797231809942419,1.2959493465265168,-0.20880073694138598,0.977958205780152,45.614391201814264,44.385608798185736,0,0,0,0
116,37.11909976520762,7.6047497399011545,1.353887369923884,-0.19651426751097215,0.9805009651523174,57.355130936371914,32.644869063628065,0,0,0,0
117,35.27094014156701,6.664258639770221,1.3217677758639297,-0.20309598060647452,0.9791588342355364,50.423673833133996,39.576326166866,0,0,0,0
118,37.212457014530365,7.012572184287847,1.3231630901173792,-0.19557330741152515,0.9806890849948913,56.21008447799964,33.78991552200035,0,0,0,0
119,36.95738280678067,6.998042347112181,1.3245877035588944,-0.2019198828189927,0.9794020425353239,52.413324476452274,37.58667552354772,0,0,0,0
120,37.51829901403151,7.13293117320433,1.326669160589343,-0.20464073903189836,0.9788371508726457,51.78848379256808,38.21151620743195,0,0,0,0
121,36.01956079205888,7.079163378451564,1.337030432636012,-0.19997824405080564,0.9798003377762005,52.04180134092464,37.95819865907537,0,0,0,0
122,39.376370555092336,7.224763925347987,1.316089809923125,-0.20234236855425536,0.9793148451278852,54.25577854354322,35.74422145645678,0,0,0,0
123,37.95069536709808,6.969825401767852,1.3149041380071482,-0.20143898452510278,0.9795010645800725,51.63897804230779,38.361021957692195,0,0,0,0
124,36.890417572039084,6.861069520077806,1.3181252700383044,-0.20006000267055588,0.9797836472055742,53.86368066925763,36.13631933074235,0,0,0,0
125,37.094634118828765,7.295826827997137,1.3385509553671961,-0.1984370533327119,0.980113634159137,56.08684077427008,33.91315922572991,0,0,0,0
126,39.72987013872306,6.794515601077097,1.2926758906680205,-0.19872017759224211,0.9800562693119758,55.756784779969664,34.24321522003032,0,0,0,0
127,36.319294909479154,6.93704490658771,1.326954176219924,-0.20066694163421941,0.9796595217396545,55.35521057038479,34.64478942961521,0,0,0,0
128,37.66134223401235,6.9874440251631045,1.3181493987908723,-0.20339982599152548,0.9790957618060745,46.71489669109337,43.285103308906635,0,0,0,0
129,37.91236980469311,6.787761267348889,1.3060698224390725,-0.20496551773791677,0.978769194722856,49.885223715148435,40.11477628485156,0,0,0,0
130,36.73138830191204,7.2462929250447115,1.3392574711256322,-0.20177555069421518,0.9794317878964548,50.17650236361742,39.82349763638255,0,0,0,0
131,37.20349269559246,7.03418527384831,1.3243380434530694,-0.2002420285022624,0.9797464621121625,51.74646916711345,38.253530832886554,0,0,0,0
132,37.37512175831157,7.247456957018954,1.3336592431224403,-0.20553145297101483,0.9786505105703586,48.569298851535244,41.43070114846476,0,0,0,0
133,37.71516274682901,6.995991953014799,1.3181372302825463,-0.2024611285294363,0.9792902998777161,50.62516678452805,39.37483321547195,0,0,0,0
134,37.973142656407006,7.189004029517604,1.3256587957642318,-0.20206560306713595,0.9793719886014276,48.102323833259106,41.89767616674089,0,0,0,0
135,37.073664898572446,6.828613040785851,1.31492887503881,-0.19768934091501567,0.9802647216382862,55.400689611339224,34.59931038866077,0,0,0,0
136,36.525593533605345,6.859855717070713,1.3211569519896398,-0.20255901043236105,0.9792700584071089,50.04281373431436,39.957186265685635,0,0,0,0
137,34.83265866424123,6.79965431589028,1.333056537364374,-0.20148400888774223,0.9794918040302961,54.85377690848566,35.146223091514344,0,0,0,0
138,35.90871574489047,6.749286094318809,1.3206911677557465,-0.1998592358578068,0.9798246199409022,55.52589928654112,34.47410071345888,0,0,0,0
139,37.15667873704348,6.939908523242122,1.319930425879801,-0.20172473062031782,0.979442256111181,50.61305843126742,39.386941568732595,0,0,0,0
140,37.18420401168913,6.888657256346167,1.3170843323492107,-0.20269000082676297,0.9792429543095252,49.79786609919823,40.20213390080176,0,0,0,0
141,37.380466446497536,7.2357755872151035,1.3330248905298323,-0.2028382249245025,0.979212262234025,49.14981191584656,40.85018808415344,0,0,0,0
142,35.34938580019647,7.299709702274501,1.3548656557513719,-0.19982058205383718,0.9798325035370412,52.7069351417858,37.29306485821421,0,0,0,0
143,39.44221946093248,7.2859320161493955,1.3185163676022726,-0.20408095928597808,0.9789540142708008,53.81179540657115,36.188204593428836,0,0,0,0
144,35.31986690538746,7.1705152046636496,1.3483284694434297,-0.20095461906080858,0.9796005517955394,51.70897114733972,38.29102885266029,0,0,0,0
145,37.240991590346574,7.030930604474932,1.3238552163733484,-0.2044406541667789,0.9788789603029883,47.49521217713035,42.504787822869645,0,0,0,0
146,37.01623276959066,7.283156949217904,1.3386019329893715,-0.20634833951673132,0.9784785959737125,44.60005703593992,45.39994296406008,0,0,1,1
147,36.80639947924299,7.133658888357565,1.3328345981350247,-0.19854183340349657,0.9800924142083636,54.382076794167254,35.617923205832724,0,0,0,0
148,36.488174163492424,6.794408632067471,1.3180746490705537,-0.20593248139973835,0.978566202719339,46.10910737606281,43.890892623937184,0,0,0,0
149,39.75766658995694,6.872372719127129,1.2962297540137984,-0.20406964665459917,0.9789563725285549,50.99569115768043,39.00430884231955,0,0,0,0
150,35.51923961117291,6.870068626599043,1.3305455469086562,-0.20163874985507171,0.9794599606706157,48.25492883513179,41.74507116486819,0,0,0,0
151,38.419753096152306,7.198409042046189,1.3224434219579955,-0.19754526769541025,0.9802937657718469,54.112258959551994,35.88774104044801,0,0,0,0
152,37.53241168155802,7.052463121173456,1.322495779859103,-0.20029680128449642,0.9797352659750485,55.37477397778113,34.62522602221887,0,0,0,0
153,35.641103788311284,7.381537210743841,1.3563442119021984,-0.20257685080218016,0.979266368011825,49.33891179601584,40.66108820398416,0,0,0,0
154,36.526492383534666,7.092688152581079,1.333194413836613,-0.20596832076647317,0.9785586598874076,46.87931552769854,43.120684472301456,0,0,0,0
155,39.94471221400675,7.303207806876217,1.3154372859998842,-0.20087758991188095,0.9796163503490508,53.08701731002517,36.912982689974825,0,0,0,0
156,36.426204446913914,6.820961489048852,1.3199854808254718,-0.20332728562193092,0.979110828722478,49.00925016542052,40.99074983457946,0,0,0,0
157,36.567745274733916,6.801354544971965,1.3177606658726149,-0.20271333488371635,0.9792381241865138,53.769980945482445,36.230019054517534,0,0,0,0
158,37.52056258837899,6.896099276618891,1.3146896999699442,-0.20492939892931722,0.9787767577208139,50.79365464375842,39.20634535624157,0,0,0,0
159,35.73446770452526,7.293386713279982,1.3508533798174336,-0.20042889092720667,0.9797082523290748,51.09024091652913,38.90975908347086,0,0,0,0
160,38.31688638262076,6.979426746649021,1.3124456114237837,-0.20134807899100093,0.9795197553324964,54.20051302309659,35.799486976903395,0,0,0,0
161,36.30044420214665,7.164544782090712,1.3389257472170153,-0.19731901114583014,0.9803393330069092,54.4030635128682,35.5969364871318,0,0,0,0
162,34.76208478530566,6.94707083792389,1.3416910269586781,-0.2062059409382578,0.9785086151494875,46.812428091289995,43.18757190871,0,0,0,0
163,37.272621661849875,7.233948667005708,1.3338660431510792,-0.20541734615951246,0.9786744677862926,47.726592986947615,42.27340701305237,0,0,0,0
164,38.351567683329115,7.021332947436935,1.3142473723285173,-0.20037715495631503,0.9797188350601477,57.31081548916367,32.689184510836334,0,0,0,0
165,36.35110884698717,7.194934252730801,1.340038067349888,-0.2022942185120805,0.9793247924751965,48.85832701781081,41.14167298218918,0,0,0,0
166,37.798205355011916,7.271615533434281,1.33124356648681,-0.2008719610547903,0.9796175045710457,52.85445735356968,37.145542646430314,0,0,0,0
167,38.79020685003762,7.393969889600425,1.3289752339267378,-0.2070497456907602,0.97833041596865,45.01801689422049,44.981983105779506,0,0,0,0
168,39.2296407367888,7.127980443361979,1.3125570287237998,-0.20042368394845736,0.97970931755931,53.17740036165352,36.82259963834648,0,0,0,0
169,35.472482331421006,7.035853514360319,1.3397675466091608,-0.19960899994889564,0.9798756284036264,54.24274551124691,35.757254488753105,0,0,0,0
170,36.300131725580854,6.845387043586056,1.3223433794747086,-0.20445352213325999,0.9788762727164779,51.331939904617386,38.6680600953826,0,0,0,0
171,37.59727436791617,6.768562624919215,1.3076031011006766,-0.20382950570671982,0.9790064006958046,52.69043888225974,37.30956111774025,0,0,0,0
172,36.62782853664222,6.79368030991389,1.3168544616297375,-0.20555925629271588,0.9786446710386695,48.9290660503298,41.070933949670184,0,0,0,0
173,37.896808352691764,7.134777426130369,1.323591272885258,-0.20602515291398196,0.9785466960583793,48.06012823196366,41.93987176803634,0,0,0,0
174,37.022897519906884,7.139427156172361,1.3312409900285274,-0.200115607981096,0.9797722916281908,50.301533406191965,39.698466593808035,0,0,0,0
175,36.42227218477736,7.048458720602935,1.3318309152565864,-0.19689488193974783,0.9804246046820391,54.36538519862773,35.634614801372265,0,0,0,0
176,36.193508203411845,7.169186388427725,1.3401350294234298,-0.20095232958152356,0.9796010214550407,54.52379465677127,35.47620534322871,0,0,0,0
177,36.46326326935054,6.708542361919193,1.3138098828699611,-0.20232931003057414,0.9793175431404012,54.69822361923913,35.30177638076085,0,0,0,0
178,36.972906371827435,7.361371975372961,1.3429510909737628,-0.20186479825790793,0.9794133975111298,51.317819702616156,38.682180297383844,0,0,0,0
