realization,Lambda1,Lambda2,r_gain,weak_axis_w0,weak_axis_wa,delta_phi_weak_deg,delta_phi_strong_deg,angle_weak_lt_5deg,angle_weak_lt_10deg,angle_weak_lt_45deg,angle_weak_lt_angle_strong
138,6.53531841785272,1.5051801849237623,1.1810219824145558,-0.2480749210046793,0.9687408495405373,3.3250758604640005,86.67492413953592,1,1,1,1
139,7.088235281803767,1.471363969829093,1.153921569094604,-0.250664340679623,0.9680740613773565,3.2408456557742107,86.75915434422564,1,1,1,1
140,6.85303829082969,1.4694589201545596,1.1593900608857868,-0.25046106669452217,0.9681266725332187,3.369304857114419,86.63069514288551,1,1,1,1
141,6.604409880922327,1.5760966771182676,1.2034372986889073,-0.24629323364729508,0.9691953585627403,3.6290360173343723,86.37096398266564,1,1,1,1
142,6.850183558271651,1.5619442368777674,1.1903553042795392,-0.24834606200850212,0.9686713753822135,3.5817602013253906,86.41823979867459,1,1,1,1
143,7.113164020689121,1.3655391568978725,1.1191647500626494,-0.2519577905284936,0.9677382248273546,3.3109519886560133,86.6890480113438,1,1,1,1
144,6.64608174097613,1.4796677524907489,1.1686941779583457,-0.24972527107164355,0.9683167296851759,3.4186700106659527,86.58132998933397,1,1,1,1
145,6.716448368423109,1.4995987864379872,1.1734684381121971,-0.24783571226579892,0.9688020745878407,3.433834138806119,86.5661658611941,1,1,1,1
146,6.960985210763674,1.565964568711294,1.1881931367512575,-0.24531448246107262,0.969443554156123,3.2637550451106603,86.73624495488937,1,1,1,1
147,6.653515495975645,1.4872418007323738,1.1710968754050444,-0.24652523759218994,0.9691363718435678,3.085730683932374,86.91426931606759,1,1,1,1
148,6.76700006620975,1.4386309851736416,1.1512426293508322,-0.2529318840554241,0.9674840887726129,3.348911554001433,86.65108844599861,1,1,1,1
149,7.012775536190462,1.3675469011264403,1.1218002033021712,-0.2510810706707215,0.9679660613631265,3.233890333001569,86.7661096669983,1,1,1,1
150,6.514546130716938,1.5625219363497418,1.2019128783589699,-0.24562616586600275,0.9693646303852677,3.5518336236868975,86.44816637631303,1,1,1,1
151,6.532689853355559,1.5167675558420315,1.1851895758486133,-0.24679753719969558,0.9690670645688898,3.251565607769391,86.7484343922305,1,1,1,1
152,6.718071225071077,1.5314265150456436,1.1842843902428621,-0.2480872238461302,0.9687376989486473,3.3742879109435417,86.62571208905644,1,1,1,1
153,6.493875072022753,1.52517956136883,1.189456019881307,-0.2466468580098539,0.9691054263772683,3.3121378898012277,86.68786211019892,1,1,1,1
154,6.5129601706662275,1.5041713470511322,1.181387015942414,-0.24880320927787258,0.9685540578888878,3.6157986791034897,86.38420132089641,1,1,1,1
155,6.700548889655883,1.640980837292464,1.2220761499628041,-0.24607401715628294,0.969251039762439,3.5112088127998513,86.48879118720016,1,1,1,1
156,6.517994814076079,1.403801784189207,1.145578561018978,-0.24860150256252758,0.968605850139082,3.0641044302285243,86.93589556977136,1,1,1,1
157,6.69863746787906,1.4750286199707847,1.1655661076710169,-0.2506371168549046,0.968081110059824,3.5013446554153114,86.49865534458458,1,1,1,1
158,6.515896197829391,1.4625410253609428,1.166540924821936,-0.24810282353983615,0.9687337038379336,3.249063158703275,86.75093684129654,1,1,1,1
159,6.85181710020266,1.5396923981949755,1.1828972547284677,-0.24765134773914507,0.9688492194159962,3.265673551935722,86.73432644806421,1,1,1,1
160,6.520912669453526,1.4800563363915487,1.1725997253402796,-0.24730302632258538,0.9689381885196242,3.088031313514002,86.9119686864858,1,1,1,1
161,6.461752748363224,1.5622103625995776,1.2037132691833048,-0.24578237565882805,0.9693250351742201,3.226478642517423,86.77352135748264,1,1,1,1
162,6.810407646743385,1.4733205231305153,1.1618476245725091,-0.2494208228451225,0.9683951947068212,3.452365859984082,86.54763414001589,1,1,1,1
163,6.822715203493312,1.5170209085679998,1.176198358388904,-0.24797803083863154,0.9687656559877599,3.4506319045831177,86.54936809541678,1,1,1,1
164,6.796057035029957,1.5234152056962345,1.179149806940473,-0.24699977631729828,0.9690155367687376,3.2126428171163575,86.78735718288344,1,1,1,1
165,6.548596193359307,1.5208370852127677,1.1860967800505324,-0.24837756408972336,0.9686632983946772,3.5214707481342287,86.4785292518656,1,1,1,1
166,6.850959122641936,1.5949116146459443,1.2012744025836237,-0.24849856605254128,0.9686322639009248,3.4113689515835217,86.58863104841656,1,1,1,1
167,6.681472284168608,1.5609204835299835,1.1955499622224535,-0.24850469136814693,0.9686306924561199,3.7559182180183637,86.24408178198169,1,1,1,1
168,6.922200564075924,1.5020938934620491,1.1683531754877219,-0.24958291249134998,0.968353432271676,3.104710929096324,86.8952890709033,1,1,1,1
169,6.7134607158554065,1.49272474740316,1.171205272937379,-0.24888154750676084,0.9685339309031151,3.1138609546168263,86.88613904538309,1,1,1,1
170,6.7735968094014325,1.4638552794265258,1.1596510725093456,-0.24895425335060506,0.9685152449696611,3.0557346870844393,86.94426531291539,1,1,1,1
